maxPopulationSize,mutationChance,iterationCount,amountOfFittestPopulationToKeep,bestGenotype,bestGenotypeScore,totalTime
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,214735062,184,9
50,0.05,50,0.4,214735062,184,11
50,0.05,50,0.4,260537142,186,10
50,0.05,50,0.4,260531472,186,10
50,0.05,50,0.4,260537412,186,12
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,260537412,186,11
50,0.05,50,0.4,260537142,186,12
50,0.05,50,0.4,260531472,186,11
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,260531472,186,10
50,0.05,50,0.4,214735062,184,9
50,0.05,50,0.4,260537412,186,9
50,0.05,50,0.4,260531472,186,8
50,0.05,50,0.4,214735062,184,11
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,260537412,186,6
50,0.05,50,0.4,260537412,186,10
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,205314762,166,8
50,0.05,50,0.4,214735062,184,11
50,0.05,50,0.4,260531472,186,10
50,0.05,50,0.4,214735062,184,10
50,0.05,50,0.4,214735062,184,11
50,0.05,50,0.4,241760532,175,8
50,0.05,50,0.4,214735062,184,9
50,0.05,50,0.4,274135062,183,6
50,0.05,50,0.4,260537412,186,7
50,0.05,50,0.4,260531472,186,11
50,0.05,50,0.4,273506142,171,5
50,0.05,50,0.4,260537412,186,10
50,0.05,50,0.4,260537412,186,10
50,0.05,50,0.4,274135062,183,11
50,0.05,50,0.4,214735062,184,11
50,0.05,50,0.4,260537412,186,10
50,0.05,50,0.4,241760532,175,9
50,0.05,50,0.4,260531472,186,11
50,0.05,50,0.4,260537142,186,7
50,0.1,50,0.4,260537142,186,10
50,0.1,50,0.4,260537412,186,6
50,0.1,50,0.4,214760532,175,8
50,0.1,50,0.4,214760532,175,9
50,0.1,50,0.4,241350762,162,10
50,0.1,50,0.4,274135062,183,6
50,0.1,50,0.4,214735062,184,11
50,0.1,50,0.4,260531472,186,10
50,0.1,50,0.4,214735062,184,11
50,0.1,50,0.4,276053142,180,12
50,0.1,50,0.4,260537412,186,10
50,0.1,50,0.4,214735062,184,10
50,0.1,50,0.4,241760532,175,11
50,0.1,50,0.4,260537142,186,12
50,0.1,50,0.4,214735062,184,8
50,0.1,50,0.4,214735062,184,9
50,0.1,50,0.4,260531472,186,9
50,0.1,50,0.4,260531472,186,9
50,0.1,50,0.4,235061472,165,6
50,0.1,50,0.4,214735062,184,10
50,0.1,50,0.4,214735062,184,10
50,0.1,50,0.4,260537412,186,9
50,0.1,50,0.4,260531472,186,11
50,0.1,50,0.4,214760532,175,10
50,0.1,50,0.4,273506412,171,11
50,0.1,50,0.4,260537142,186,10
50,0.1,50,0.4,260531472,186,10
50,0.1,50,0.4,214735062,184,10
50,0.1,50,0.4,260537142,186,5
50,0.1,50,0.4,260537142,186,10
50,0.1,50,0.4,214735062,184,8
50,0.1,50,0.4,260531472,186,11
50,0.1,50,0.4,214735062,184,9
50,0.1,50,0.4,260537412,186,9
50,0.1,50,0.4,214735062,184,12
50,0.1,50,0.4,260537412,186,9
50,0.1,50,0.4,260531472,186,12
50,0.1,50,0.4,260537412,186,10
50,0.1,50,0.4,214735062,184,8
50,0.1,50,0.4,214735062,184,9
50,0.1,50,0.4,260531472,186,10
50,0.1,50,0.4,260537412,186,10
50,0.1,50,0.4,260537412,186,11
50,0.1,50,0.4,214735062,184,9
50,0.1,50,0.4,214735062,184,10
50,0.1,50,0.4,274135062,183,11
50,0.1,50,0.4,260531472,186,10
50,0.1,50,0.4,260531472,186,13
50,0.1,50,0.4,214735062,184,12
50,0.1,50,0.4,273506412,171,10
50,0.25,50,0.4,260531472,186,10
50,0.25,50,0.4,276053142,180,10
50,0.25,50,0.4,260531472,186,9
50,0.25,50,0.4,214760532,175,10
50,0.25,50,0.4,214735062,184,6
50,0.25,50,0.4,260537412,186,10
50,0.25,50,0.4,214735062,184,13
50,0.25,50,0.4,260537142,186,10
50,0.25,50,0.4,214760532,175,10
50,0.25,50,0.4,241760532,175,9
50,0.25,50,0.4,260537412,186,11
50,0.25,50,0.4,274135062,183,10
50,0.25,50,0.4,214735062,184,10
50,0.25,50,0.4,260537412,186,9
50,0.25,50,0.4,214735062,184,10
50,0.25,50,0.4,214735062,184,11
50,0.25,50,0.4,260537142,186,9
50,0.25,50,0.4,214735062,184,9
50,0.25,50,0.4,260537412,186,11
50,0.25,50,0.4,260537412,186,10
50,0.25,50,0.4,260537412,186,10
50,0.25,50,0.4,260537142,186,11
50,0.25,50,0.4,214760532,175,10
50,0.25,50,0.4,260531472,186,11
50,0.25,50,0.4,214735062,184,11
50,0.25,50,0.4,260537142,186,10
50,0.25,50,0.4,260537142,186,12
50,0.25,50,0.4,260537142,186,11
50,0.25,50,0.4,260531472,186,10
50,0.25,50,0.4,214735062,184,10
50,0.25,50,0.4,241760532,175,11
50,0.25,50,0.4,260537412,186,11
50,0.25,50,0.4,241760532,175,8
50,0.25,50,0.4,260531472,186,9
50,0.25,50,0.4,260531472,186,10
50,0.25,50,0.4,260537412,186,11
50,0.25,50,0.4,260537412,186,11
50,0.25,50,0.4,214735062,184,12
50,0.25,50,0.4,214735062,184,9
50,0.25,50,0.4,260537412,186,12
50,0.25,50,0.4,273506412,171,11
50,0.25,50,0.4,214735062,184,6
50,0.25,50,0.4,274135062,183,10
50,0.25,50,0.4,260537142,186,9
50,0.25,50,0.4,260531472,186,11
50,0.25,50,0.4,260537142,186,6
50,0.25,50,0.4,260537412,186,10
50,0.25,50,0.4,214735062,184,10
50,0.25,50,0.4,260537142,186,12
50,0.25,50,0.4,214735062,184,11
50,0.005,50,0.2,214735062,184,11
50,0.005,50,0.2,276053142,180,10
50,0.005,50,0.2,260537142,186,10
50,0.005,50,0.2,276053142,180,7
50,0.005,50,0.2,260537142,186,9
50,0.005,50,0.2,260537142,186,6
50,0.005,50,0.2,260537142,186,10
50,0.005,50,0.2,214735062,184,9
50,0.005,50,0.2,260537142,186,10
50,0.005,50,0.2,260537412,186,10
50,0.005,50,0.2,260537412,186,8
50,0.005,50,0.2,214735062,184,9
50,0.005,50,0.2,214735062,184,6
50,0.005,50,0.2,260537142,186,9
50,0.005,50,0.2,214735062,184,12
50,0.005,50,0.2,260537142,186,10
50,0.005,50,0.2,214735062,184,12
50,0.005,50,0.2,260537412,186,10
50,0.005,50,0.2,260537142,186,10
50,0.005,50,0.2,214735062,184,10
50,0.005,50,0.2,260537412,186,11
50,0.005,50,0.2,214735062,184,11
50,0.005,50,0.2,274135062,183,10
50,0.005,50,0.2,260537412,186,9
50,0.005,50,0.2,260537142,186,8
50,0.005,50,0.2,260537142,186,6
50,0.005,50,0.2,260537412,186,8
50,0.005,50,0.2,276053142,180,9
50,0.005,50,0.2,214735062,184,11
50,0.005,50,0.2,241705362,163,7
50,0.005,50,0.2,214735062,184,12
50,0.005,50,0.2,260537412,186,12
50,0.005,50,0.2,260531472,186,10
50,0.005,50,0.2,260537142,186,11
50,0.005,50,0.2,260531472,186,10
50,0.005,50,0.2,260537412,186,8
50,0.005,50,0.2,260537412,186,10
50,0.005,50,0.2,214735062,184,8
50,0.005,50,0.2,260531472,186,11
50,0.005,50,0.2,260531472,186,10
50,0.005,50,0.2,260537412,186,10
50,0.005,50,0.2,260537142,186,11
50,0.005,50,0.2,260537412,186,11
50,0.005,50,0.2,260531472,186,9
50,0.005,50,0.2,260531472,186,8
50,0.005,50,0.2,214735062,184,6
50,0.005,50,0.2,260537142,186,7
50,0.005,50,0.2,260537142,186,9
50,0.005,50,0.2,214760532,175,8
50,0.005,50,0.2,214735062,184,7
50,0.005,50,0.4,274135062,183,6
50,0.005,50,0.4,260537142,186,12
50,0.005,50,0.4,260537142,186,9
50,0.005,50,0.4,276053142,180,8
50,0.005,50,0.4,260537142,186,8
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,276053142,180,11
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,276053142,180,10
50,0.005,50,0.4,260537142,186,11
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260537142,186,11
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,260537412,186,11
50,0.005,50,0.4,260537412,186,11
50,0.005,50,0.4,214735062,184,8
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,260537412,186,12
50,0.005,50,0.4,276053142,180,11
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,214735062,184,8
50,0.005,50,0.4,260537142,186,9
50,0.005,50,0.4,260537412,186,8
50,0.005,50,0.4,260531472,186,8
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,260531472,186,9
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,260531472,186,9
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260537142,186,6
50,0.005,50,0.4,260537412,186,11
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,214735062,184,6
50,0.005,50,0.4,241760532,175,10
50,0.005,50,0.4,260531472,186,8
50,0.005,50,0.4,241760532,175,8
50,0.005,50,0.4,260537142,186,9
50,0.005,50,0.4,260537412,186,12
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,214735062,184,9
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,260531472,186,8
50,0.005,50,0.4,260537142,186,8
50,0.005,50,0.4,260531472,186,7
50,0.005,50,0.4,260537412,186,8
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.6,214735062,184,8
50,0.005,50,0.6,241760532,175,9
50,0.005,50,0.6,214735062,184,9
50,0.005,50,0.6,274135062,183,10
50,0.005,50,0.6,260537142,186,6
50,0.005,50,0.6,241760532,175,9
50,0.005,50,0.6,274135062,183,9
50,0.005,50,0.6,260537412,186,9
50,0.005,50,0.6,260537142,186,8
50,0.005,50,0.6,271460532,168,9
50,0.005,50,0.6,260531472,186,10
50,0.005,50,0.6,241605372,173,7
50,0.005,50,0.6,260531472,186,11
50,0.005,50,0.6,273506412,171,10
50,0.005,50,0.6,260537412,186,10
50,0.005,50,0.6,260537412,186,12
50,0.005,50,0.6,214735062,184,10
50,0.005,50,0.6,260537412,186,10
50,0.005,50,0.6,260537412,186,10
50,0.005,50,0.6,214735062,184,10
50,0.005,50,0.6,214735062,184,9
50,0.005,50,0.6,260531472,186,9
50,0.005,50,0.6,260537412,186,10
50,0.005,50,0.6,214735062,184,9
50,0.005,50,0.6,260537412,186,9
50,0.005,50,0.6,260531472,186,9
50,0.005,50,0.6,214735062,184,13
50,0.005,50,0.6,214735062,184,9
50,0.005,50,0.6,274135062,183,11
50,0.005,50,0.6,214735062,184,10
50,0.005,50,0.6,260537142,186,9
50,0.005,50,0.6,214735062,184,10
50,0.005,50,0.6,260537142,186,8
50,0.005,50,0.6,214735062,184,8
50,0.005,50,0.6,260537412,186,8
50,0.005,50,0.6,273506142,171,8
50,0.005,50,0.6,214735062,184,8
50,0.005,50,0.6,260537142,186,9
50,0.005,50,0.6,260537142,186,9
50,0.005,50,0.6,260537142,186,9
50,0.005,50,0.6,264173502,158,12
50,0.005,50,0.6,214735062,184,11
50,0.005,50,0.6,214735062,184,9
50,0.005,50,0.6,260537412,186,9
50,0.005,50,0.6,271460532,168,9
50,0.005,50,0.6,214735062,184,11
50,0.005,50,0.6,260531472,186,9
50,0.005,50,0.6,260537412,186,10
50,0.005,50,0.6,214735062,184,11
50,0.005,50,0.6,260537142,186,10
50,0.005,10,0.4,260537412,186,5
50,0.005,10,0.4,260531472,186,3
50,0.005,10,0.4,260537412,186,3
50,0.005,10,0.4,274135062,183,2
50,0.005,10,0.4,214735062,184,2
50,0.005,10,0.4,260537412,186,3
50,0.005,10,0.4,241605372,173,4
50,0.005,10,0.4,274135062,183,3
50,0.005,10,0.4,274135062,183,3
50,0.005,10,0.4,273506412,171,3
50,0.005,10,0.4,235064172,165,3
50,0.005,10,0.4,214735062,184,3
50,0.005,10,0.4,260531472,186,4
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,260531472,186,3
50,0.005,10,0.4,260537412,186,3
50,0.005,10,0.4,260531472,186,2
50,0.005,10,0.4,273506412,171,2
50,0.005,10,0.4,241735062,183,3
50,0.005,10,0.4,241760532,175,3
50,0.005,10,0.4,241760532,175,3
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,214735062,184,3
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,214735062,184,3
50,0.005,10,0.4,263507412,161,3
50,0.005,10,0.4,214735062,184,3
50,0.005,10,0.4,260534172,182,3
50,0.005,10,0.4,276053142,180,2
50,0.005,10,0.4,241760532,175,2
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,241760532,175,3
50,0.005,10,0.4,260537412,186,3
50,0.005,10,0.4,260537412,186,3
50,0.005,10,0.4,260534172,182,3
50,0.005,10,0.4,260531472,186,3
50,0.005,10,0.4,260537412,186,4
50,0.005,10,0.4,260537412,186,2
50,0.005,10,0.4,276053412,177,2
50,0.005,10,0.4,260537142,186,3
50,0.005,10,0.4,214735062,184,2
50,0.005,10,0.4,260531472,186,3
50,0.005,10,0.4,241760532,175,3
50,0.005,10,0.4,241605372,173,2
50,0.005,10,0.4,260537412,186,2
50,0.005,10,0.4,214735062,184,3
50,0.005,10,0.4,260537142,186,2
50,0.005,10,0.4,214735062,184,2
50,0.005,50,0.4,214735062,184,13
50,0.005,50,0.4,260537412,186,13
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,214735062,184,9
50,0.005,50,0.4,276053142,180,10
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260537412,186,12
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260531472,186,12
50,0.005,50,0.4,260537142,186,11
50,0.005,50,0.4,260537142,186,12
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,260531472,186,12
50,0.005,50,0.4,273506142,171,11
50,0.005,50,0.4,260531472,186,11
50,0.005,50,0.4,214735062,184,9
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,214735062,184,8
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260537412,186,10
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260531472,186,11
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260537142,186,11
50,0.005,50,0.4,260531472,186,9
50,0.005,50,0.4,276053142,180,10
50,0.005,50,0.4,260537412,186,9
50,0.005,50,0.4,214735062,184,13
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,274135062,183,8
50,0.005,50,0.4,214735062,184,10
50,0.005,50,0.4,214735062,184,9
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,260531472,186,9
50,0.005,50,0.4,260537142,186,10
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,214735062,184,11
50,0.005,50,0.4,260531472,186,10
50,0.005,50,0.4,260531472,186,11
50,0.005,50,0.4,241760532,175,9
50,0.005,50,0.4,214735062,184,9
50,0.005,50,0.4,274135062,183,10
50,0.005,100,0.4,260537142,186,19
50,0.005,100,0.4,260531472,186,18
50,0.005,100,0.4,214735062,184,18
50,0.005,100,0.4,214760532,175,18
50,0.005,100,0.4,260537412,186,19
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,214760532,175,18
50,0.005,100,0.4,260537412,186,20
50,0.005,100,0.4,260537412,186,18
50,0.005,100,0.4,260531472,186,18
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,260531472,186,19
50,0.005,100,0.4,214735062,184,17
50,0.005,100,0.4,274135062,183,19
50,0.005,100,0.4,214735062,184,17
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,260537142,186,18
50,0.005,100,0.4,260537412,186,18
50,0.005,100,0.4,260537412,186,18
50,0.005,100,0.4,260537412,186,18
50,0.005,100,0.4,260531472,186,17
50,0.005,100,0.4,260531472,186,18
50,0.005,100,0.4,214760532,175,19
50,0.005,100,0.4,214735062,184,18
50,0.005,100,0.4,260537412,186,19
50,0.005,100,0.4,214735062,184,18
50,0.005,100,0.4,260537412,186,24
50,0.005,100,0.4,214735062,184,21
50,0.005,100,0.4,260537412,186,19
50,0.005,100,0.4,260537142,186,17
50,0.005,100,0.4,214735062,184,20
50,0.005,100,0.4,260537412,186,21
50,0.005,100,0.4,214735062,184,17
50,0.005,100,0.4,260531472,186,18
50,0.005,100,0.4,214735062,184,20
50,0.005,100,0.4,214735062,184,20
50,0.005,100,0.4,260531472,186,20
50,0.005,100,0.4,214735062,184,17
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,214735062,184,18
50,0.005,100,0.4,214735062,184,17
50,0.005,100,0.4,241605372,173,19
50,0.005,100,0.4,260531472,186,18
50,0.005,100,0.4,260531472,186,17
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,260537412,186,17
50,0.005,100,0.4,260537142,186,19
50,0.005,100,0.4,214735062,184,18
50,0.005,100,0.4,260537412,186,19
50,0.005,100,0.4,260537412,186,18
50,0.005,500,0.4,273506412,171,79
50,0.005,500,0.4,260537412,186,89
50,0.005,500,0.4,260537412,186,79
50,0.005,500,0.4,241760532,175,82
50,0.005,500,0.4,214735062,184,74
50,0.005,500,0.4,260537142,186,82
50,0.005,500,0.4,260531472,186,72
50,0.005,500,0.4,260537412,186,68
50,0.005,500,0.4,214735062,184,79
50,0.005,500,0.4,214735062,184,61
50,0.005,500,0.4,241760532,175,76
50,0.005,500,0.4,214735062,184,66
50,0.005,500,0.4,260537142,186,72
50,0.005,500,0.4,214735062,184,62
50,0.005,500,0.4,214735062,184,70
50,0.005,500,0.4,260537142,186,66
50,0.005,500,0.4,260537412,186,83
50,0.005,500,0.4,214735062,184,62
50,0.005,500,0.4,260531472,186,70
50,0.005,500,0.4,214735062,184,71
50,0.005,500,0.4,260537412,186,78
50,0.005,500,0.4,260537412,186,69
50,0.005,500,0.4,260537142,186,78
50,0.005,500,0.4,260531472,186,56
50,0.005,500,0.4,260537412,186,66
50,0.005,500,0.4,214735062,184,81
50,0.005,500,0.4,235064172,165,80
50,0.005,500,0.4,260537412,186,70
50,0.005,500,0.4,260537142,186,73
50,0.005,500,0.4,260537142,186,70
50,0.005,500,0.4,214735062,184,83
50,0.005,500,0.4,260531472,186,68
50,0.005,500,0.4,260537142,186,76
50,0.005,500,0.4,260537412,186,90
50,0.005,500,0.4,214735062,184,94
50,0.005,500,0.4,260537142,186,90
50,0.005,500,0.4,260531472,186,87
50,0.005,500,0.4,260537142,186,77
50,0.005,500,0.4,260531472,186,93
50,0.005,500,0.4,260537142,186,77
50,0.005,500,0.4,260531472,186,86
50,0.005,500,0.4,260537412,186,83
50,0.005,500,0.4,260537412,186,84
50,0.005,500,0.4,260537412,186,89
50,0.005,500,0.4,214735062,184,86
50,0.005,500,0.4,214735062,184,87
50,0.005,500,0.4,260537412,186,76
50,0.005,500,0.4,260537412,186,83
50,0.005,500,0.4,260537142,186,86
50,0.005,500,0.4,276053142,180,99
50,0.005,1000,0.4,260537412,186,152
50,0.005,1000,0.4,260537412,186,155
50,0.005,1000,0.4,214735062,184,136
50,0.005,1000,0.4,214735062,184,157
50,0.005,1000,0.4,260537412,186,163
50,0.005,1000,0.4,260531472,186,126
50,0.005,1000,0.4,214735062,184,136
50,0.005,1000,0.4,260531472,186,138
50,0.005,1000,0.4,260537412,186,155
50,0.005,1000,0.4,214735062,184,138
50,0.005,1000,0.4,260531472,186,145
50,0.005,1000,0.4,214735062,184,140
50,0.005,1000,0.4,260537412,186,132
50,0.005,1000,0.4,260537412,186,145
50,0.005,1000,0.4,260537412,186,137
50,0.005,1000,0.4,214735062,184,145
50,0.005,1000,0.4,214735062,184,146
50,0.005,1000,0.4,260531472,186,136
50,0.005,1000,0.4,260537142,186,149
50,0.005,1000,0.4,260531472,186,163
50,0.005,1000,0.4,214735062,184,135
50,0.005,1000,0.4,214735062,184,138
50,0.005,1000,0.4,214735062,184,151
50,0.005,1000,0.4,260537412,186,130
50,0.005,1000,0.4,276053142,180,152
50,0.005,1000,0.4,214735062,184,144
50,0.005,1000,0.4,260531472,186,149
50,0.005,1000,0.4,260537412,186,177
50,0.005,1000,0.4,214735062,184,160
50,0.005,1000,0.4,260531472,186,155
50,0.005,1000,0.4,276053142,180,133
50,0.005,1000,0.4,214735062,184,137
50,0.005,1000,0.4,260537142,186,138
50,0.005,1000,0.4,214735062,184,133
50,0.005,1000,0.4,260531472,186,158
50,0.005,1000,0.4,214735062,184,168
50,0.005,1000,0.4,276053142,180,175
50,0.005,1000,0.4,214735062,184,154
50,0.005,1000,0.4,260537412,186,138
50,0.005,1000,0.4,260537142,186,137
50,0.005,1000,0.4,214735062,184,143
50,0.005,1000,0.4,260537142,186,136
50,0.005,1000,0.4,276053142,180,168
50,0.005,1000,0.4,214735062,184,179
50,0.005,1000,0.4,274135062,183,138
50,0.005,1000,0.4,273506142,171,153
50,0.005,1000,0.4,214735062,184,140
50,0.005,1000,0.4,260537142,186,145
50,0.005,1000,0.4,260537142,186,132
50,0.005,1000,0.4,214735062,184,151